z[m] for 8
~A
  52.20020	-999.25000	-999.25000	-999.25000	  11.24353	-999.25000	-999.25000	-999.25000	-999.25000	
  54.20020	-999.25000	-999.25000	-999.25000	  11.67043	-999.25000	-999.25000	-999.25000	-999.25000	
  56.20020	-999.25000	-999.25000	-999.25000	  10.98307	-999.25000	-999.25000	-999.25000	-999.25000	
  58.20020	-999.25000	-999.25000	-999.25000	  10.95894	-999.25000	   6.20604	-999.25000	-999.25000	
  60.20020	-999.25000	-999.25000	-999.25000	  10.90359	-999.25000	   8.31881	-999.25000	-999.25000	
  62.20020	-999.25000	-999.25000	-999.25000	  12.37447	-999.25000	   6.93565	-999.25000	-999.25000	
  64.20020	-999.25000	-999.25000	-999.25000	  11.21688	-999.25000	   7.86062	-999.25000	-999.25000	
  66.20020	-999.25000	-999.25000	-999.25000	  14.46658	-999.25000	   8.61101	-999.25000	-999.25000	
  68.20020	-999.25000	-999.25000	-999.25000	  11.84324	-999.25000	   7.77357	-999.25000	-999.25000	
  69.60020	-999.25000	-999.25000	  12.37276	-999.25000	-999.25000	   7.72874	-999.25000	-999.25000	
  70.60020	-999.25000	-999.25000	   8.65375	-999.25000	-999.25000	   6.09281	-999.25000	-999.25000	
  71.60020	-999.25000	-999.25000	  11.19628	-999.25000	-999.25000	   8.64703	-999.25000	-999.25000	
  72.60020	-999.25000	-999.25000	  12.26989	-999.25000	-999.25000	   9.15001	-999.25000	-999.25000	
  73.30020	-999.25000	-999.25000	  13.48953	-999.25000	-999.25000	   9.23075	-999.25000	-999.25000	
  74.00000	  46.41556	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	
  74.60030	-999.25000	-999.25000	  14.28748	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	
  75.30020	-999.25000	-999.25000	  18.81501	-999.25000	-999.25000	   7.09431	-999.25000	-999.25000	
  76.00000	  52.64974	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	
  76.60030	-999.25000	-999.25000	  13.26490	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	
  77.30020	-999.25000	-999.25000	  14.32599	-999.25000	-999.25000	   8.78945	-999.25000	-999.25000	
  78.00000	-999.25000	-999.25000	  13.16136	-999.25000	-999.25000	  10.84574	-999.25000	  14.98242	
  78.60030	-999.25000	-999.25000	  13.28462	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	
  79.30020	-999.25000	-999.25000	  11.60649	-999.25000	-999.25000	  10.44701	-999.25000	-999.25000	
  80.00000	-999.25000	-999.25000	  15.25837	-999.25000	-999.25000	  10.07113	-999.25000	  17.19037	
  80.60030	-999.25000	-999.25000	  14.15584	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	
  81.30020	-999.25000	-999.25000	  10.71743	-999.25000	-999.25000	  12.09754	-999.25000	-999.25000	
  82.00000	-999.25000	-999.25000	  11.09335	-999.25000	-999.25000	  10.65786	-999.25000	  16.71495	
  82.60030	-999.25000	-999.25000	  11.07638	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	
  83.30020	-999.25000	-999.25000	  10.13954	-999.25000	-999.25000	  10.52560	-999.25000	-999.25000	
  84.00000	-999.25000	-999.25000	   8.65882	-999.25000	-999.25000	  11.66057	-999.25000	  17.38145	
  84.60030	-999.25000	-999.25000	  10.41700	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	
  85.30020	-999.25000	-999.25000	  11.99357	-999.25000	-999.25000	  10.94957	-999.25000	-999.25000	
  86.00000	-999.25000	-999.25000	  11.29581	-999.25000	-999.25000	  13.61566	-999.25000	  19.53498	
  86.60030	-999.25000	-999.25000	   9.79704	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	
  87.30020	-999.25000	-999.25000	  10.71483	-999.25000	-999.25000	  10.86700	-999.25000	-999.25000	
  88.00000	-999.25000	-999.25000	  11.87108	-999.25000	-999.25000	  10.31397	-999.25000	  18.55699	
  88.60030	-999.25000	-999.25000	   9.59736	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	
  89.30020	-999.25000	-999.25000	  11.12970	-999.25000	-999.25000	   9.60010	-999.25000	-999.25000	
  90.00000	-999.25000	-999.25000	  12.40947	-999.25000	-999.25000	  10.79187	-999.25000	  16.35377	
  90.60030	-999.25000	-999.25000	  12.52662	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	
  91.30020	-999.25000	-999.25000	  16.42160	-999.25000	-999.25000	  11.16344	-999.25000	-999.25000	
  92.00000	-999.25000	-999.25000	  16.94866	-999.25000	-999.25000	   9.85173	-999.25000	  16.41891	
