z[m] for 8
~A
  52.20020	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	
  54.20020	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	
  56.20020	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	
  58.20020	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	
  60.20020	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	
  62.20020	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	
  64.20020	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	
  66.20020	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	
  68.20020	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	
  69.60020	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	
  70.60020	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	
  71.60020	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	
  72.60020	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	
  73.30020	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	
  74.00000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	
  74.60030	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	
  75.30020	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	
  76.00000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	
  76.60030	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	
  77.30020	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	
  78.00000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	
  78.60030	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	
  79.30020	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	
